,Ціна,"Локація (Місто, Район)",Поверх,Поверховість,Загальна площа,Площа кухні,Кількість кімнат,Меблювання,Ремонт,Домашні улюбленці,Автономність при блекауті
838,25 000 грн.,"Дніпро, Соборний<!-- --> - <!-- -->07 липня 2024 р.",3,24,62 м²,20 м²,2 кімнати,,,Ні 🥺,
839,32 463 грн.,"Львів, Личаківський<!-- --> - <!-- -->07 липня 2024 р.",4,5,76.70 м²,30 м²,2 кімнати,З меблями,Авторський проект,,
840,5 000 грн.,Чернігів<!-- --> - <!-- -->07 липня 2024 р.,2,5,36 м²,6 м²,1 кімната,,,,
841,3 500 грн.,Васильків<!-- --> - <!-- -->07 липня 2024 р.,3,5,48 м²,5 м²,2 кімнати,З меблями,Житловий стан,"Так, інша тваринка 🦕","Працює водопопостачання, Працює опалення"
842,8 116 грн.,"Одеса, Приморський<!-- --> - <!-- -->07 липня 2024 р.",1,5,47 м²,9 м²,2 кімнати,З меблями,Авторський проект,Ні 🥺,"Працює інтернет, Працює водопопостачання, Працює опалення"
843,9 000 грн.,"Дніпро, Індустріальний<!-- --> - <!-- -->07 липня 2024 р.",6,9,40.50 м²,13.80 м²,1 кімната,З меблями,Євроремонт,,
844,22 278 грн.,Ужгород<!-- --> - <!-- -->07 липня 2024 р.,2,2,64 м²,17 м²,2 кімнати,З меблями,Авторський проект,"Так, інша тваринка 🦕, Так, котик 😸, Так, маленький песик(до 10 кг) 🐕, Так, середній песик(до 25 кг) 🐩, Так, великий песик 🐶",
845,"5 500 грн.<span class=""css-1vxklie"">Договірна</span>","Харків, Шевченківський <!-- --> - <!-- -->07 липня 2024 р.",3,3,46 м²,12 м²,2 кімнати,,,,
846,3 500 грн.,"Харків, Київський<!-- --> - <!-- -->07 липня 2024 р.",11,12,33 м²,6 м²,1 кімната,З меблями,Житловий стан,,
847,5 000 грн.,Чернігів<!-- --> - <!-- -->07 липня 2024 р.,3,5,30 м²,6 м²,1 кімната,,,,
848,7 000 грн.,Полтава<!-- --> - <!-- -->07 липня 2024 р.,5,5,46 м²,6 м²,2 кімнати,З меблями,Косметичний ремонт,Ні 🥺,
849,8 000 грн.,"Вінниця, Ленінський<!-- --> - <!-- -->07 липня 2024 р.",,,,,,,,,
850,2 000 грн.,Горішні Плавні<!-- --> - <!-- -->07 липня 2024 р.,4,9,32 м²,5 м²,1 кімната,Без меблів,Косметичний ремонт,Ні 🥺,
851,9 000 грн.,"Дніпро, Новокодацький<!-- --> - <!-- -->07 липня 2024 р.",,,,,,,,,
852,6 000 грн.,Костянтинівка<!-- --> - <!-- -->07 липня 2024 р.,3,5,47 м²,6 м²,2 кімнати,,Житловий стан,"Так, інша тваринка 🦕",
853,15 000 грн.,"Дніпро, Центральний<!-- --> - <!-- -->07 липня 2024 р.",9,10,42 м²,20 м²,2 кімнати,З меблями,Євроремонт,,
854,20 289 грн.,"Харків, Слобідський<!-- --> - <!-- -->07 липня 2024 р.",15,17,68 м²,25 м²,2 кімнати,З меблями,Авторський проект,Ні 🥺,
855,3 700 грн.,"Кривий Ріг, Покровський<!-- --> - <!-- -->07 липня 2024 р.",5,5,45 м²,6 м²,2 кімнати,З меблями,Житловий стан,Ні 🥺,"Працює опалення, Працює водопопостачання"
856,8 000 грн.,Ірпінь<!-- --> - <!-- -->07 липня 2024 р.,1,4,43 м²,17 м²,2 кімнати,З меблями,,,
857,11 000 грн.,"Харків, Холодногірський<!-- --> - <!-- -->06 липня 2024 р.",6,9,40 м²,12 м²,1 кімната,З меблями,Євроремонт,Ні 🥺,
858,3 000 грн.,"Харків, Холодногірський<!-- --> - <!-- -->06 липня 2024 р.",1,2,38 м²,9 м²,1 кімната,З меблями,Косметичний ремонт,"Так, котик 😸, Так, маленький песик(до 10 кг) 🐕",
859,18 000 грн.,Луцьк<!-- --> - <!-- -->06 липня 2024 р.,7,10,68 м²,17 м²,2 кімнати,З меблями,,Ні 🥺,
860,13 000 грн.,"Харків, Шевченківський <!-- --> - <!-- -->07 липня 2024 р.",4,23,60 м²,16 м²,2 кімнати,З меблями,Євроремонт,,
861,24 000 грн.,"Дніпро, Центральний<!-- --> - <!-- -->07 липня 2024 р.",7,16,56 м²,9 м²,2 кімнати,З меблями,Євроремонт,,
862,6 000 грн.,"Одеса, Київський<!-- --> - <!-- -->07 липня 2024 р.",7,16,43.20 м²,7.50 м²,1 кімната,,,,
863,4 000 грн.,"Харків, Київський<!-- --> - <!-- -->07 липня 2024 р.",3,16,50 м²,9 м²,2 кімнати,З меблями,Косметичний ремонт,,
864,4 000 грн.,"Харків, Київський<!-- --> - <!-- -->07 липня 2024 р.",4,11,40 м²,7.50 м²,1 кімната,З меблями,,Ні 🥺,
865,4 500 грн.,"Одеса, Приморський<!-- --> - <!-- -->07 липня 2024 р.",6,9,30 м²,6 м²,1 кімната,З меблями,,Ні 🥺,"Працює водопопостачання, Працює опалення"
866,20 000 грн.,"Львів, Галицький<!-- --> - <!-- -->07 липня 2024 р.",1,3,73 м²,22 м²,2 кімнати,З меблями,Євроремонт,,
867,44 637 грн.,"Дніпро, Соборний<!-- --> - <!-- -->07 липня 2024 р.",6,18,72 м²,20 м²,3 кімнати,З меблями,Авторський проект,,
868,28 500 грн.,"Київ, Оболонський<!-- --> - <!-- -->07 липня 2024 р.",,,,,,,,,
869,12 000 грн.,Буча<!-- --> - <!-- -->07 липня 2024 р.,2,9,62 м²,14 м²,1 кімната,З меблями,Авторський проект,,
870,5 000 грн.,"Одеса, Приморський<!-- --> - <!-- -->06 липня 2024 р.",1,6,24 м²,10 м²,1 кімната,З меблями,Євроремонт,,"Працює інтернет, Працює ліфт, Працює водопопостачання, Працює опалення"
871,40 376 грн.,"Львів, Галицький<!-- --> - <!-- -->05 липня 2024 р.",4,4,116 м²,20 м²,3 кімнати,З меблями,Авторський проект,"Так, котик 😸, Так, маленький песик(до 10 кг) 🐕, Так, середній песик(до 25 кг) 🐩",
872,39 470 грн.,"Одеса, Приморський<!-- --> - <!-- -->04 липня 2024 р.",7,24,115 м²,35 м²,4 кімнати,З меблями,Євроремонт,Ні 🥺,"Працює інтернет, Працює опалення, Працює водопопостачання"
873,11 000 грн.,"Дніпро, Шевченківський<!-- --> - <!-- -->07 липня 2024 р.",5,9,45 м²,8 м²,2 кімнати,З меблями,,Ні 🥺,
874,17 000 грн.,"Дніпро, Центральний<!-- --> - <!-- -->07 липня 2024 р.",15,19,50 м²,10 м²,2 кімнати,З меблями,Євроремонт,Ні 🥺,
875,10 000 грн.,"Одеса, Приморський<!-- --> - <!-- -->07 липня 2024 р.",14,24,30 м²,14 м²,1 кімната,,,,
876,10 000 грн.,Сміла<!-- --> - <!-- -->07 липня 2024 р.,5,9,60 м²,8 м²,3 кімнати,З меблями,Євроремонт,Ні 🥺,
877,22 000 грн.,"Дніпро, Соборний<!-- --> - <!-- -->07 липня 2024 р.",8,25,42 м²,12 м²,1 кімната,З меблями,Авторський проект,,
878,14 000 грн.,Суми<!-- --> - <!-- -->07 липня 2024 р.,3,6,150 м²,15 м²,3 кімнати,З меблями,,,
879,15 000 грн.,Рівне<!-- --> - <!-- -->07 липня 2024 р.,,,,,,,,,
880,22 318 грн.,"Львів, Франківський<!-- --> - <!-- -->07 липня 2024 р.",5,10,60 м²,18 м²,2 кімнати,З меблями,Євроремонт,,
881,"89 273 грн.<span class=""css-1vxklie"">Договірна</span>","Київ, Печерський<!-- --> - <!-- -->07 липня 2024 р.",,,,,,,,,
882,52 752 грн.,"Київ, Шевченківський<!-- --> - <!-- -->07 липня 2024 р.",3,5,120 м²,29 м²,3 кімнати,З меблями,Євроремонт,,
883,8 450 грн.,"Одеса, Приморський - 06 липня 2024 р.",,,,,,,,,
884,48 694 грн.,"Київ, Печерський - 07 липня 2024 р.",11,16,90 м²,15 м²,3 кімнати,З меблями,Авторський проект,,
885,13 000 грн.,Рівне - 07 липня 2024 р.,1,3,45 м²,17 м²,1 кімната,З меблями,Авторський проект,,
886,19 000 грн.,"Львів, Шевченківський - 07 липня 2024 р.",7,10,62 м²,15 м²,2 кімнати,,,,
887,12 000 грн.,"Львів, Галицький - 07 липня 2024 р.",3,3,37 м²,10 м²,1 кімната,З меблями,Євроремонт,,
888,4 500 грн.,"Запоріжжя, Вознесенівський - 07 липня 2024 р.",1,5,29 м²,6 м²,1 кімната,,,,
889,8 000 грн.,Костянтинівка - 07 липня 2024 р.,5,5,65 м²,7 м²,3 кімнати,З меблями,Житловий стан,,
890,13 000 грн.,"Дніпро, Шевченківський - 07 липня 2024 р.",5,9,36 м²,9 м²,2 кімнати,З меблями,Євроремонт,,
891,"7 500 грн.<span class=""css-1vxklie"">Договірна</span>",Хмельницький - 07 липня 2024 р.,4,5,47 м²,8 м²,2 кімнати,З меблями,Косметичний ремонт,,
892,5 500 грн.,"Одеса, Приморський - 07 липня 2024 р.",2,3,25 м²,6 м²,1 кімната,З меблями,Євроремонт,,
893,3 000 грн.,"Харків, Немишлянський - 07 липня 2024 р.",1,2,17 м²,1.50 м²,1 кімната,З меблями,Житловий стан,,
894,14 000 грн.,"Київ, Святошинський - 07 липня 2024 р.",12,25,42 м²,15 м²,1 кімната,З меблями,Євроремонт,,
895,8 500 грн.,Івано-Франківськ - 07 липня 2024 р.,3,9,42 м²,12 м²,1 кімната,,Євроремонт,Ні 🥺,"Працює інтернет, Працює водопопостачання"
896,34 000 грн.,"Київ, Шевченківський - 05 липня 2024 р.",22,36,53 м²,11 м²,1 кімната,З меблями,Авторський проект,"Так, котик 😸, Так, маленький песик(до 10 кг) 🐕",
897,"13 000 грн.<span class=""css-1vxklie"">Договірна</span>",Чайки - 06 липня 2024 р.,4,11,45 м²,10 м²,1 кімната,З меблями,Євроремонт,"Так, маленький песик(до 10 кг) 🐕","Працює інтернет, Працює ліфт, Працює водопопостачання, Працює опалення"
898,6 000 грн.,"Миколаїв, Центральний - 04 липня 2024 р.",5,9,61 м²,7 м²,3 кімнати,З меблями,,"Так, котик 😸",
